;_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/#
;
;	Module		:CHARAxxx.csv
;	Facility	:キャラクターデータ
;
;	Licence		:ライセンスフリー。
;
;_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/#

;-------------------------------------------------
; メモ：
;   特になし
;-------------------------------------------------

;-----------------------------
;- 기초정보
;-----------------------------
番号,100,;			番号は100以上で設定
フラグ,NPC番号,100;		【注意！】画像番号と合わせるように
フラグ,사용구상,0;		逢引中、0で汎用口上を使い、0以外(NPC番号と同じ数字)で専用口上を使う
名前,히나
呼び名,히나
;-----------------------------
;- 性格種類はTalent.csvを参照、汎用口上を使う場合はちゃんと設定しましょう。
;-----------------------------
素質,쾌활
;-----------------------------
;- 素質・能力・経験等(確定素質等)、変更等はTalent.csvを参照
;-----------------------------
;-- 素質
素質,NPC
素質,유니크
素質,합의
素質,《리비도그로우업》
素質,폭유
素質,감수성
素質,건방짐
素質,소악마
素質,호기심
素質,남미새
素質,학생,5
素質,계급SevenR
;-- 能力
能力,기교,1
能力,욕망,1
能力,사디끼,1
能力,마조끼,1
能力,매료기능,1
能力,봉사정신,1
能力,가창기능,1
能力,전투기능,1
能力,공작기능,1
;-- 刻印
;-- 経験

;-----------------------------
;- FLAG
;-----------------------------
フラグ,수정최대내구치,500
フラグ,수정현재내구치,500
フラグ,수정확률,25
フラグ,무자각한암컷,30;		최대値は99
フラグ,페로몬,40;		최대値は99
フラグ,암컷의본능,50;		최대値は99
フラグ,성적인흥미,50;		최대値は99
フラグ,수컷에관심,70;		최대値は99
フラグ,성교원망,50;		최대値は99
フラグ,임신원망,25;		최대値は99
フラグ,난자레벨,20;		최대値は99
フラグ,모체레벨,20;		최대値は99
フラグ,주민_소지금,5000
フラグ,주민_지위,0;		-1貧民 0一般 1中級 2上級 3貴族
フラグ,주민_기여도,3;		최대値は9
フラグ,주민_지출,200
フラグ,주민_인기,500
フラグ,주민_모럴,50
フラグ,주민_카르마,0
フラグ,주민_품성,50
フラグ,주민_속성,0;		0中立 1善 2悪
フラグ,주민_종족,2;		0인간 1엘프 2야마 3아인 4오토마타 5천사 6용인 7이스 8해인 9조인 10오니 11정령
フラグ,주민_수입,1000
フラグ,주민_최대체력,99;	최대値は99、최대値以上にしてもキャラ追加時に限界値に戻します
フラグ,주민_현재체력,99;	최대値は99
フラグ,주민_최대기력,99;	최대値は99
フラグ,주민_현재기력,99;	최대値は99
フラグ,주민_SAN,50;		최대値は70　正気度
フラグ,주민_GUTS,50;		최대値は50　根性
フラグ,주민_BRAVE,50;		최대値は50　勇気
フラグ,주민_ATK,5;		최대値は80　攻撃力
フラグ,주민_DEF,5;		최대値は80　防御力
フラグ,주민_HIT,5;		최대値は80　命中率
フラグ,주민_SPD,5;		최대値は80　速度
フラグ,주민_LUK,1;		최대値は50　幸運
フラグ,주민_최대BRE,100;	최대値は150　バリア
フラグ,주민_현재BRE,100;	최대値は150
フラグ,주민_M병기,0;		0体術 1刀剣 2鈍器 3銃器 4魔法
フラグ,주민_M병기다이스,1;	최대値は4
フラグ,주민_M병기데미지,20;	최대치는 20
フラグ,주민_M병기보너스,10;	최대値は10
フラグ,주민_S병기,2;		0体術 1刀剣 2鈍器 3銃器 4魔法
フラグ,주민_S병기다이스,3;	최대値は3
フラグ,주민_S병기데미지,10;	최대値は10
フラグ,주민_S병기보너스,5;	최대値は5
フラグ,주민_기능포인트,200;	최대치는 200
フラグ,주민_계급,1;		基本は0










;-----------------------------
;- 呼び方
;-----------------------------
CSTR,一人称,나; 私
CSTR,二人称,오빠;   おにーさん
CSTR,二人称2,너;    キミ
;-----------------------------

;-----------------------------
;- 유니크プロフィール
;-----------------------------
CSTR,UPF0,히나(陽菜)
CSTR,UPF1,나이에 비해 발육이 매우 좋은 야마 주민. 밝은 성격으로 남녀 물문하고 친구가 많다.
CSTR,UPF2,그 이외에는 성능이 높은 것은 아니라 오히려 조사원으로서는 도움이 되지 않는다.
CSTR,UPF3,
CSTR,UPF4,타 주민과는 달리 정기적으로 정밀검사를 받아야 한다는 명령을 받았다.
CSTR,UPF5,
CSTR,UPF6,《리비도 그로우 업》
CSTR,UPF7,전체 주민 중에서도 손에 꼽을 정도의 특이체질.
CSTR,UPF8,강한 성충동，절정에 달할 때 발생하는 에너지를 양식으로 자신의 육체를 촉진시키는 성질을 지닌다.
CSTR,UPF9,확률 자체는 높지 않지만 성행위를 반복할 때마다 조금씩 강해지는 것으로 예측된다.








