;_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/#
;
;	Module		:CHARAxxx.csv
;	Facility	:キャラクターデータ(No.xxxx:흡혈귀)
;
;	Licence		:ライセンスフリー。
;
;_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/#

;-------------------------------------------------
; メモ：
;   特になし
;-------------------------------------------------

;-----------------------------
;- 기초정보
;-----------------------------
番号,1103,;			番号は1000以上で設定
フラグ,NPC番号,1103;		【注意！】画像番号と合わせるように
フラグ,사용구상,0;		逢引中、0で汎用口上を使い、0以外(NPC番号と同じ数字)で専用口上を使う
名前,미저리
呼び名,미저리
;-----------------------------
;- 性格種類はTalent.csvを参照、汎用口上を使う場合はちゃんと設定しましょう。
;-----------------------------
素質,보이쉬함
;-----------------------------
;- 素質・能力・経験等(確定素質等)、変更等はTalent.csvを参照
;-----------------------------
;-- 素質
素質,Ａ민감
素質,고무
素質,절벽
素質,작은체형
素質,고통에약함
素質,NPC
素質,학생
素質,다부짐
素質,프라이드높음
素質,츤데레
素質,반항적
素質,건방짐
素質,눈에띄고싶음
素質,부끄럼쟁이
素質,푸른혈족
素質,계급ToI
素質,합의
;-- 能力
能力,매료기능,1
能力,욕망,1
能力,사디끼,1
能力,가창기능,2
能力,전투기능,2
能力,공작기능,1
;-- 刻印
;-- 経験

;-----------------------------
;- FLAG
;-----------------------------
フラグ,수정최대내구치,300
フラグ,수정현재내구치,300
フラグ,수정확률,10
フラグ,무자각한암컷,8;		최대치는 20
フラグ,페로몬,6;		최대치는 20
フラグ,암컷의본능,10;		최대치는 20
フラグ,성적인흥미,12;		최대치는 20
フラグ,수컷에관심,17;		최대치는 20
フラグ,성교원망,20;		최대치는 20
フラグ,임신원망,12;		최대치는 20
フラグ,난자레벨,15;		최대치는 20
フラグ,모체레벨,15;		최대치는 20
フラグ,주민_소지금,25000000
フラグ,주민_지위,3;		-1貧民 0一般 1中級 2上級 3貴族
フラグ,주민_기여도,5;		최대値は9
フラグ,주민_지출,150000
フラグ,주민_인기,30
フラグ,주민_모럴,10
フラグ,주민_카르마,0
フラグ,주민_품성,60
フラグ,주민_속성,0;		0中立 1善 2悪
フラグ,주민_종족,0;		0인간 1엘프 2야마 3아인 4오토마타 5천사 6용인 7이스 8해인 9조인 10오니 11정령
フラグ,주민_수입,5000000
フラグ,주민_최대체력,35;	최대値は99、최대値以上にしてもキャラ追加時に限界値に戻します
フラグ,주민_현재체력,35;	최대値は99
フラグ,주민_최대기력,20;	최대値は99
フラグ,주민_현재기력,20;	최대値は99
フラグ,주민_SAN,30;		최대値は70　正気度
フラグ,주민_GUTS,30;		최대値は50　根性
フラグ,주민_BRAVE,50;		최대値は50　勇気
フラグ,주민_ATK,70;		최대値は80　攻撃力
フラグ,주민_DEF,15;		최대値は80　防御力
フラグ,주민_HIT,70;		최대値は80　命中率
フラグ,주민_SPD,60;		최대値は80　速度
フラグ,주민_LUK,10;		최대値は50　幸運
フラグ,주민_최대BRE,0;	최대値は150　バリア
フラグ,주민_현재BRE,0;	최대値は150
フラグ,주민_M병기,0;		0体術 1刀剣 2鈍器 3銃器 4魔法
フラグ,주민_M병기다이스,2;	최대値は4
フラグ,주민_M병기데미지,5;	최대치는 20
フラグ,주민_M병기보너스,2;	최대値は10
フラグ,주민_S병기,3;		0体術 1刀剣 2鈍器 3銃器 4魔法
フラグ,주민_S병기다이스,3;	최대値は3
フラグ,주민_S병기데미지,10;	최대値は10
フラグ,주민_S병기보너스,5;	최대値は5
フラグ,주민_기능포인트,200;	최대치는 200
フラグ,주민_계급,5;		基本は0

フラグ,머리색,4
フラグ,머리모양,17
フラグ,눈,4
フラグ,눈동자색,5
フラグ,체형,0








;-----------------------------
;- 呼び方
;-----------------------------
CSTR,一人称,저; 私
CSTR,二人称,너; おまえ
;-----------------------------

;-----------------------------
;- 生成時のセリフ
;-----------------------------
CSTR,自己紹介0,【이계의 말괄량이 영애 「미저리」】
CSTR,自己紹介1,「가끔씩은 저택에서 빠져나올 수도 있지 않아?」
CSTR,自己紹介2,「거기 운 좋은 너， 잠시 신세 지지.」
CSTR,自己紹介3,
CSTR,自己紹介4,
CSTR,自己紹介5,









