;_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/#
;
;	Module		:CHARAxxx.csv
;	Facility	:キャラクターデータ(No.xxxx:흡혈귀)
;
;	Licence		:ライセンスフリー。
;
;_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/#

;-------------------------------------------------
; メモ：
;   特になし
;-------------------------------------------------

;-----------------------------
;- 기초정보
;-----------------------------
番号,1101,;			番号は1000以上で設定
フラグ,NPC番号,1101;		【注意！】画像番号と合わせるように
フラグ,사용구상,0;		逢引中、0で汎用口上を使い、0以外(NPC番号と同じ数字)で専用口上を使う
名前,시안
呼び名,시안
;-----------------------------
;- 性格種類はTalent.csvを参照、汎用口上を使う場合はちゃんと設定しましょう。
;-----------------------------
素質,예의바름
;-----------------------------
;- 素質・能力・経験等(確定素質等)、変更等はTalent.csvを参照
;-----------------------------
;-- 素質
素質,혀놀림
素質,거유
素質,Ｂ민감
素質,도착적
素質,마조
素質,고통에강함
素質,젖기쉬움
素質,회복빠름
素質,쾌감솔직
素質,큰엉덩이
素質,NPC
素質,사회인
素質,정직
素質,얌전함
素質,헌신적
素質,합의
;-- 能力
能力,Ｂ감각,3
能力,기교,1
能力,욕망,3
能力,마조끼,5
能力,순종,3
能力,성노예,3
能力,봉사정신,3
能力,가창기능,1
能力,전투기능,1
能力,공작기능,5
;-- 刻印
;-- 経験

;-----------------------------
;- FLAG
;-----------------------------
フラグ,수정최대내구치,200
フラグ,수정현재내구치,200
フラグ,수정확률,20
フラグ,무자각한암컷,10;		최대치는 20
フラグ,페로몬,18;		최대치는 20
フラグ,암컷의본능,15;		최대치는 20
フラグ,성적인흥미,10;		최대치는 20
フラグ,수컷에관심,18;		최대치는 20
フラグ,성교원망,18;		최대치는 20
フラグ,임신원망,3;		최대치는 20
フラグ,난자레벨,15;		최대치는 20
フラグ,모체레벨,10;		최대치는 20
フラグ,주민_소지금,250000
フラグ,주민_지위,1;		-1貧民 0一般 1中級 2上級 3貴族
フラグ,주민_기여도,3;		최대値は9
フラグ,주민_지출,26000
フラグ,주민_인기,60
フラグ,주민_모럴,80
フラグ,주민_카르마,0
フラグ,주민_품성,80
フラグ,주민_속성,1;		0中立 1善 2悪
フラグ,주민_종족,0;		0인간 1엘프 2야마 3아인 4오토마타 5천사 6용인 7이스 8해인 9조인 10오니 11정령
フラグ,주민_수입,100000
フラグ,주민_최대체력,50;	최대値は99、최대値以上にしてもキャラ追加時に限界値に戻します
フラグ,주민_현재체력,50;	최대値は99
フラグ,주민_최대기력,70;	최대値は99
フラグ,주민_현재기력,70;	최대値は99
フラグ,주민_SAN,70;		최대値は70　正気度
フラグ,주민_GUTS,50;		최대値は50　根性
フラグ,주민_BRAVE,50;		최대値は50　勇気
フラグ,주민_ATK,30;		최대値は80　攻撃力
フラグ,주민_DEF,45;		최대値は80　防御力
フラグ,주민_HIT,30;		최대値は80　命中率
フラグ,주민_SPD,40;		최대値は80　速度
フラグ,주민_LUK,50;		최대値は50　幸運
フラグ,주민_최대BRE,0;	최대値は150　バリア
フラグ,주민_현재BRE,0;	최대値は150
フラグ,주민_M병기,0;		0体術 1刀剣 2鈍器 3銃器 4魔法
フラグ,주민_M병기다이스,2;	최대値は4
フラグ,주민_M병기데미지,5;	최대치는 20
フラグ,주민_M병기보너스,2;	최대値は10
フラグ,주민_S병기,2;		0体術 1刀剣 2鈍器 3銃器 4魔法
フラグ,주민_S병기다이스,2;	최대値は3
フラグ,주민_S병기데미지,3;	최대値は10
フラグ,주민_S병기보너스,2;	최대値は5
フラグ,주민_기능포인트,200;	최대치는 200
フラグ,주민_계급,0;		基本は0

フラグ,머리색,9
フラグ,머리모양,3
フラグ,눈,3
フラグ,눈동자색,5
フラグ,체형,2








;-----------------------------
;- 呼び方
;-----------------------------
CSTR,一人称,나; 私
CSTR,二人称,당신;   貴方
;-----------------------------

;-----------------------------
;- 生成時のセリフ
;-----------------------------
CSTR,自己紹介0,【이계의 암퇘지 「시안」】
CSTR,自己紹介1,「여기라면 이상적인 주인님을 찾을 수 있을 것 같습니다.」
CSTR,自己紹介2,「갑작스러운 일이라 놀라셨겠지만，잠시 체류하겠습니다.」
CSTR,自己紹介3,
CSTR,自己紹介4,
CSTR,自己紹介5,









