;_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/#
;
;	Module		:CHARAxxx.csv
;	Facility	:キャラクターデータ
;
;	Licence		:ライセンスフリー。
;
;_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/#

;-------------------------------------------------
; メモ：
;   特になし
;-------------------------------------------------

;-----------------------------
;- 기초정보
;-----------------------------
番号,101,;			番号は100以上で設定
フラグ,NPC番号,101;		【注意！】画像番号と合わせるように
フラグ,사용구상,0;		逢引中、0で汎用口上を使い、0以外(NPC番号と同じ数字)で専用口上を使う
名前,아쿠아
呼び名,아쿠아
;-----------------------------
;- 性格種類はTalent.csvを参照、汎用口上を使う場合はちゃんと設定しましょう。
;-----------------------------
素質,약함
;-----------------------------
;- 素質・能力・経験等(確定素質等)、変更等はTalent.csvを参照
;-----------------------------
;-- 素質
素質,NPC
素質,유니크
素質,합의
素質,《로스트머메이드》
素質,폭유
素質,얌전함
素質,부끄럼쟁이
素質,금사빠
素質,정직
素質,매혹
素質,인간불신
素質,의존
素質,사회인
素質,계급FourG
;-- 能力
能力,기교,1
能力,욕망,1
能力,사디끼,1
能力,마조끼,1
能力,매료기능,1
能力,봉사정신,1
能力,가창기능,1
能力,전투기능,1
能力,공작기능,1
;-- 刻印
;-- 経験

;-----------------------------
;- FLAG
;-----------------------------
フラグ,수정최대내구치,2000
フラグ,수정현재내구치,2000
フラグ,수정확률,5
フラグ,무자각한암컷,50;		최대値は99
フラグ,페로몬,50;		최대値は99
フラグ,암컷의본능,60;		최대値は99
フラグ,성적인흥미,10;		최대値は99
フラグ,수컷에관심,50;		최대値は99
フラグ,성교원망,5;		최대値は99
フラグ,임신원망,99;		최대値は99
フラグ,난자레벨,40;		최대値は99
フラグ,모체레벨,40;		최대値は99
フラグ,주민_소지금,300000
フラグ,주민_지위,2;		-1貧民 0一般 1中級 2上級 3貴族
フラグ,주민_기여도,6;		최대値は9
フラグ,주민_지출,200
フラグ,주민_인기,500
フラグ,주민_모럴,50
フラグ,주민_카르마,0
フラグ,주민_품성,50
フラグ,주민_속성,0;		0中立 1善 2悪
フラグ,주민_종족,8;		0인간 1엘프 2야마 3아인 4오토마타 5천사 6용인 7이스 8해인 9조인 10오니 11정령
フラグ,주민_수입,50000
フラグ,주민_최대체력,99;	최대値は99、최대値以上にしてもキャラ追加時に限界値に戻します
フラグ,주민_현재체력,99;	최대値は99
フラグ,주민_최대기력,99;	최대値は99
フラグ,주민_현재기력,99;	최대値は99
フラグ,주민_SAN,70;		최대値は70　正気度
フラグ,주민_GUTS,50;		최대値は50　根性
フラグ,주민_BRAVE,50;		최대値は50　勇気
フラグ,주민_ATK,100;		최대値は80　攻撃力
フラグ,주민_DEF,120;		최대値は80　防御力
フラグ,주민_HIT,120;		최대値は80　命中率
フラグ,주민_SPD,80;		최대値は80　速度
フラグ,주민_LUK,50;		최대値は50　幸運
フラグ,주민_최대BRE,500;	최대値は150　バリア
フラグ,주민_현재BRE,500;	최대値は150
フラグ,주민_M병기,0;		0体術 1刀剣 2鈍器 3銃器 4魔法
フラグ,주민_M병기다이스,10;	최대値は4
フラグ,주민_M병기데미지,10;	최대치는 20
フラグ,주민_M병기보너스,5;	최대値は10
フラグ,주민_S병기,2;		0体術 1刀剣 2鈍器 3銃器 4魔法
フラグ,주민_S병기다이스,1;	최대値は3
フラグ,주민_S병기데미지,30;	최대値は10
フラグ,주민_S병기보너스,2;	최대値は5
フラグ,주민_기능포인트,200;	최대치는 200
フラグ,주민_계급,4;		基本は0










;-----------------------------
;- 呼び方
;-----------------------------
CSTR,一人称,저; 私
CSTR,二人称,당신;	貴方様
CSTR,二人称2,당신;	貴方
;-----------------------------

;-----------------------------
;- 유니크プロフィール
;-----------------------------
CSTR,UPF0,아쿠아
CSTR,UPF1,옛 해인의 피를 이어받고 있나는 소녀. 그림책에 나오는 인어 같은 용모를 지녔다.
CSTR,UPF2,사람들로부터 호기심에 찬 시선을 받고 이레귤러에게 노려지는 등 불행에 시달려 인간불신에 빠져 있다.
CSTR,UPF3,하지만 그렇기에 자신을 구원해 줄 수 있는 의지할 수 있는 존재를 바라는 것 같다.
CSTR,UPF4,
CSTR,UPF5,
CSTR,UPF6,《로스트머메이드》
CSTR,UPF7,멸종 직전의 해인의 시조. 아직도 그 피를 짙게 남기고 있어 하반신이 물고기의 그것이다.
CSTR,UPF8,조사 때，장소가 물가라면 보통 해인보다 유리한 상황을 이끌어 낼 수 있을 것이다.
CSTR,UPF9,








