;_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/#
;
;	Module		:TALENT.csv
;	Facility	:iniファイル(素質)。
;				 Talent関係のデータを設定する。
;
;	Licence		:ライセンスフリー。
;
;_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/#

;-------------------------------------------------
; 特記:
; 未調整多し。
;-------------------------------------------------

;-------------------------------------------------
; ■ ABL素質
; ABL関連の素質を設定。
;-------------------------------------------------

;-------------------------------------------------
; [000-009]			感覚
;-------------------------------------------------
0,Ｃ민감
1,Ｃ둔감
2,Ｖ민감
3,Ｖ둔감
4,Ａ민감
5,Ａ둔감
6,Ｂ민감
7,Ｂ둔감

;-------------------------------------------------
; [010-029]			ステータス
;-------------------------------------------------
11,혀놀림,;
12,손놀림,;
13,허리기술,;

17,매혹,;
18,매력,;
19,수수께끼의 매력,;
20,인기,;
21,미모,;
22,카리스마,;


;-------------------------------------------------
; [030-034]			○○っ気
;-------------------------------------------------
30,사디,;
31,마조,;

;-------------------------------------------------
; [035-039]			中毒
;-------------------------------------------------
36,키스마,;
37,색마,;
38,자위광,;
39,항문광,;

;-------------------------------------------------
; [040-049]			技能
;-------------------------------------------------
40,치료,;
41,고무,;

45,조마,;ホムンクルス等のキャラにセット
46,반마,;半人반마のキャラにセット
47,악마,;メガテンで言う악마にセット

49,비인형,;このバリアントは人型以外調教不可なため、비인형にはこれを設定。（짐승、기계等）


;-------------------------------------------------
; ■ 体質素質
;-------------------------------------------------

;-------------------------------------------------
; [050-059]			性別・基本情報
;-------------------------------------------------
050,오토코
051,후타나리

;容姿(男)
052,오토코노코,;女の子の様に可愛い男の子

055,비처녀
056,비동정
057,Ａ비처녀

058,실좆
059,거근

;-------------------------------------------------
; [060-084]			体質
;-------------------------------------------------
060,가슴사이즈,;下記からシステム側で自動設定される
061,절벽,;
062,빈유,;
063,거유,;
064,폭유,;

065,소인체형,;かなりの小型用。調教不可
066,작은체형,;
067,장신,;
068,덩치,;
069,거구,;かなりの大型用。調教不可


;痛覚
070,고통에약함,;
071,고통에강함,;

;濡れやすさ
072,젖기힘듦,;
073,젖기쉬움,;

;回復速度
074,회복느림,;
075,회복빠름,;

;中毒
076,중독되기쉬움,;
077,중독되기어려움,;


079,붕괴,;
080,큰엉덩이,
081,거대엉덩이,
083,모유체질,;
084,고양이혀,;



;-------------------------------------------------
; [085-099]			体質その他（종족関係など）
;-------------------------------------------------
85,NPC,;これがあると一覧や選択には乗らない
86,EPC,;オリジナル汎用キャラ
87,유니크,;

090,기계,;サイボーグやロボ娘に。女の場合は"기계の乙女"に表示が変わる。チキチキ可能
091,짐승,;짐승に。짐승姦可能

93,성직자,;
94,메이드,;
95,학생,;2:大학생/女子大生, 3:高校生/女子高生, 4:中학생, 5:小학생, 0を除くその他:학생
96,아이돌,;
97,사회인,;
98,창녀,;
99,치안유지국원,;

;-------------------------------------------------
; ■ 個人素質
;-------------------------------------------------

;-------------------------------------------------
; [100-129]			性格(基本)
;-------------------------------------------------
;度胸
100,겁쟁이,;
101,다부짐,;
;プライド
