;_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/#
;
;	Module		:CHARAxxx.csv
;	Facility	:キャラクターデータ(No.xxxx:吸血오니)
;
;	Licence		:ライセンスフリー。
;
;_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/#

;-------------------------------------------------
; メモ：
;   特になし
;-------------------------------------------------

;-----------------------------
;- 기초정보
;-----------------------------
番号,1100;		番号は1000以上で設定
名前,クローフィ
呼び名,クローフィ

;-----------------------------
;- 性格種類はTalent.csvを参照、汎用口上を使う場合はちゃんと設定しましょう。
;-----------------------------
素質,고압적
;-----------------------------
;- 素質・能力・経験等(確定素質等)、変更等はTalent.csvを参照
;-----------------------------
;-- 素質
素質,NPC,;		削除禁止
素質,폭유
素質,중독되기쉬움
素質,Ｖ민감
素質,도착적
素質,회복빠름
素質,쾌감솔직
素質,젖기쉬움
素質,습득빠름
素質,혀놀림
素質,푸른혈족
素質,매혹
素質,사회인
素質,계급ThreeB
素質,거대엉덩이
素質,합의
;-- 能力
能力,기교,2
能力,매료기능,3
能力,욕망,1
能力,사디끼,2
能力,마조끼,1
能力,봉사정신,1
能力,가창기능,1
能力,전투기능,8
能力,공작기능,4
;-- 刻印
;-- 経験

;-----------------------------
;- FLAG
;-----------------------------
フラグ,NPC番号,1100;		【注意！】画像番号と合わせるように
フラグ,使用口上,0;		逢引中、0で汎用口上を使い、0以外(NPC番号と同じ数字)で専用口上を使う
フラグ,수정최대내구치,500
フラグ,수정현재내구치,500
フラグ,수정확률,5
フラグ,무자각한암컷,0;		최대치는 20
フラグ,페로몬,16;		최대치는 20
フラグ,암컷의본능,13;		최대치는 20
フラグ,성적인흥미,3;		최대치는 20
フラグ,수컷에관심,16;		최대치는 20
フラグ,성교원망,16;		최대치는 20
フラグ,임신원망,6;		최대치는 20
フラグ,난자레벨,20;		최대치는 20
フラグ,모체레벨,20;		최대치는 20
フラグ,주민_소지금,45000000
フラグ,주민_지위,3;		-1貧民 0一般 1中級 2上級 3貴族
フラグ,주민_기여도,9;		최대値は9
フラグ,주민_지출,260000
フラグ,주민_인기,100
フラグ,주민_모럴,50
フラグ,주민_카르마,10
フラグ,주민_품성,80
フラグ,주민_속성,2;		0中立 1善 2悪
フラグ,주민_종족,12;		0인간 1엘프 2야마 3아인 4오토마타 5천사 6용인 7이스 8해인 9조인 10오니 11정령
フラグ,주민_수입,10000000
フラグ,주민_최대체력,99;	최대値は99、최대値以上にしてもキャラ追加時に限界値に戻します
フラグ,주민_현재체력,99;	최대値は99
フラグ,주민_최대기력,99;	최대値は99
フラグ,주민_현재기력,99;	최대値は99
フラグ,주민_SAN,70;		최대値は70　正気度
フラグ,주민_GUTS,50;		최대値は50　根性
フラグ,주민_BRAVE,50;		최대値は50　勇気
フラグ,주민_ATK,80;		최대値は80　攻撃力
フラグ,주민_DEF,70;		최대値は80　防御力
フラグ,주민_HIT,50;		최대値は80　命中率
フラグ,주민_SPD,80;		최대値は80　速度
フラグ,주민_LUK,10;		최대値は50　幸運
フラグ,주민_최대BRE,150;	최대値は150　バリア
フラグ,주민_현재BRE,150;	최대値は150
フラグ,주민_M兵装,0;		0体術 1刀剣 2鈍器 3銃器 4魔法
フラグ,주민_M兵装ダ이스,4;	최대値は4
フラグ,주민_M兵装데미지,20;	최대치는 20
フラグ,주민_M兵装ボーナス,10;	최대値は10
フラグ,주민_S兵装,4;		0体術 1刀剣 2鈍器 3銃器 4魔法
フラグ,주민_S兵装ダ이스,3;	최대値は3
フラグ,주민_S兵装데미지,10;	최대値は10
フラグ,주민_S兵装ボーナス,5;	최대値は5
フラグ,주민_技能ポイント,200;	최대치는 200
フラグ,주민_계급,5;		基本は0










;-----------------------------
;- 呼び方
;-----------------------------
CSTR,一人称,私
CSTR,二人称,貴方
;-----------------------------

;-----------------------------
;- 生成時のセリフ
;-----------------------------
CSTR,自己紹介0,【異界の吸血오니「クローフィ」】
CSTR,自己紹介1,「まさか、こんな殺伐とした所に呼ばれるなんてね」
CSTR,自己紹介2,「でも退屈はしなさそうだし、暫く付き合ってあげるわ」
CSTR,自己紹介3,
CSTR,自己紹介4,
CSTR,自己紹介5,









